0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	0	0	8	8	8	8	0	8	8	8	0	8	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	8	8	15	8	8	15	8	8	15	8	8	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	8	8	15	8	8	15	8	8	15	8	8	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	14	14	14	14	0	14	0	0	0	0	14	0	0	0	14	0	14	14	14	14	0	14	14	14	14	0	14	14	14	14	0	14	0	0	0	0	14	0	0	0	14	14	0	0	0	14	14	14	14	0	0
